user_id,business_id,date,stars
Tr7YMpWd1XZdXdm35CatqA,dNr7VKRti8dXWE-jzfVBtQ,2014/4/27 19:47,4
sGIGOFKg_yTd76cDPs6pjA,CQk3WJtULz_xOkUM6o7wpQ,2016/6/21 22:18,5
zgV0ZroIF956gw4cul8MHA,DkZuVzYuylBanEsWK7mNGw,2013/10/1 19:37,5
#NAME?,pH0BLkL4cbxKzu471VZnuA,2010/8/30 20:29,4
JbF91KC0BU2zkuxufDTsDw,_WvEXsx2eZ53lTWHlIx9kg,2013/4/9 0:46,4
vupnMb60HSaTZrMPYsNsiw,gugN1sgyheBJ6aKtNcv_gQ,2014/4/20 2:36,4
rn2DB_YX0BvToYe50RNr_Q,8mIrX_LrOnAqWsB5JrOojQ,2010/6/27 8:26,5
uAJNBvcJA2kIsGx_sSofEw,XiN6fI8I3Mzg2nPRJ9ukRQ,2017/4/18 21:27,4
PcvbBOCOcs6_suRDH7TSTg,i066yR2IDP4FWt6p-k9aFg,2017/10/19 7:05,4
Isf8G6HPbNqEisKDjmUlbw,cKgUCzMGuRgkbKXUsgeXUw,2015/12/3 2:06,3
SfY0jEFqBkrqq9bVi6P31Q,sZsJooAzpKqOvDysphkqpQ,2012/9/5 0:18,5
PFENoZUD77aioJGrnllIKA,XvOzizKafffkMuk-tIdNcQ,2017/5/11 20:49,4
Kp5KHBSmV-Htc9NeSjJfPA,YJ8ljUhLsz6CtT_2ORNFmg,2014/6/8 19:34,4
uByIGcI5EJeKNGyBtCkWBw,dEAk-gE-5Q95a7p91gNn8A,2013/9/17 20:26,5
MaxlLd0HZmCtdZ3yJ9pyJQ,7sPNbCx7vGAaH7SbNPZ6oA,2010/8/14 23:05,4
LDu8Kn3k1CZHY5sEq3bLPQ,#NAME?,2018/10/11 1:29,2
L8P5OWO1Jh4B2HLa1Fnbng,33Tr0eRki1Yamzleu4GMdw,2019/5/26 15:13,5
48vRThjhuhiSQINQ2KV8Sw,Z1E36owKeeZKDL-9ZuanJw,2010/11/7 17:04,5
AmMd7xpnaf8axS_roCBFRw,eLFfWcdb7VkqNyTONksHiQ,2018/4/29 16:20,5
o68A_3bAJTge-ioGXHdxKA,#NAME?,2013/5/22 20:48,2
GOTjwdXD6bNZ-_qjY7GYYw,vHz2RLtfUMVRPFmd7VBEHA,2019/6/22 3:32,4
OLn8EvPsu4hNug8V5PF2jA,DY1_vls0_VQnTZ7CJ3AeFQ,2011/1/17 3:22,2
pwQ8E-hbDUJe3qtKt_IBBg,Q9is4jcGh5FT_1sAKilu6g,2015/12/21 20:26,4
njUgJcn8ZN0BdZdNEswRwA,m1GXhsLGEE6Y38bBpWHRBg,2015/8/20 1:13,5
#NAME?,J5ebC7fKqrSF8KuS8d6hgw,2019/11/14 1:06,4
LwVUO_5jjHuJRhvl6hlHVg,buTa1akbH0pO_P10v99_eA,2013/7/22 22:34,4
gtuRablOmw5O08QoKbn0fQ,7j5yndEexyQn9cpVXLIIpw,2013/10/28 21:19,4
XuuUQeBcibvbFvWyFhFz5Q,bKxKPGmkwH-Q-GSbt7chNA,2013/5/10 3:04,3
jwctwzboGhQmtC50Juxa9A,XCxxPZ3Lu5mwmIo7IQRf1g,2016/7/26 1:17,5
KTK_ws8lu_TWfR7DtDWjMA,s0QR_loWfMC2-ihWaKDT-Q,2011/11/27 4:20,4
hZfzVrhsCQ9JDAb2jYoJNQ,LwQB9H3jZ9wTk24Lr-AnZQ,2014/6/20 22:40,4
u3rRXtoRxE5W1O19yVfslA,wZukjLaf1V2dLRQap_Zriw,2019/6/2 2:15,4
92e_B3VDY5TqxVYsKuNzKg,9a3DrZvpYxVs3k_qwlCNSw,2012/1/23 18:47,5
d_TBs6J3twMy9GChqUEXkg,_sOni_t0FvAQuUDBEGe3Gg,2015/1/27 13:44,4
Ad-v2Z4vvuzxZxbpywIm0A,7yYexN1Q5ShE_z1MH2TDTw,2015/1/15 0:44,2
cMEtAiW60I5wE_vLfTxoJQ,vsFFbN71ehRCp46KeR5RdQ,2015/9/2 2:02,5
PKEzKWv_FktMm2mGPjwd0Q,yhgUyctWczUN13MinNgZ3w,2015/4/8 19:02,3
Xb4aKpOlHkp9dmgTa__Q4g,n8Zqqhff-2cxzWt_nwhU2Q,2018/3/25 21:17,5
M9rRM6Eo5YbKLKMG5QiIPA,UY13CTgUqriT-fMxT2APLw,2018/1/18 21:35,3
yqa2qWN6acpmDuDL3U61UA,Wc9UpJhOcdSj7olZkz7SJA,2013/8/19 23:16,4
XEHZoTDWjw3w-gcQyYIe4g,UESdOMLsXn_7WcwOZt7I3A,2009/11/9 0:22,4
sWKaLjpYG6VABf23CXDhyA,nqTvE7ivdU23oUWdI01tOA,2015/4/6 1:35,5
AKXqbuifvfvNEpr3Qs51hQ,dg5cg298SXZVMo4ZEwSUtg,2006/9/3 22:39,5
TYCkjEHPSJSnFb6m6GDluw,64dfRmMmUsOdLnkBOtzp4w,2009/7/13 1:33,4
Kp5KHBSmV-Htc9NeSjJfPA,qmymSqVwHYRqdwfcBatzpQ,2015/2/3 19:29,4
Rdt-JiAN7Qlw3dJ7UVdNtw,D_24gRsnae7guxJE8gLgtw,2019/1/26 16:21,3
1v2UxV8i_Ae64yxT17rRRg,SMPbvZLSMMb7KU76YNYMGg,2019/5/24 7:45,5
jL41h4Ez98PZfqiKzbbY1w,GIhzzb9tjqLCYdNP_k3-dQ,2018/1/15 22:15,4
VeYSD3Xgxd-R4yowet51tA,EQ7PtG9GzraQ7kYi0j8geg,2007/3/21 22:22,5
ThTUwfNAdWrK6tKvl-Dtpw,GI-CAiZ_Gg3h21PwrANB4Q,2016/9/8 5:06,5
aKhv49qQ1A1MDvGZ-cVh7Q,OgJ0KxwJcJ9R5bUK0ixCbg,2011/8/8 4:55,4
clmrlflES5HrXS-gl_YmrQ,SjgeuBlgKER9yegpoxT99w,2016/9/22 15:32,2
WMMI5Q4Rmm1Rqdu0jOvyhQ,OQggqcQglU-lHY3rY-8Lhw,2014/10/25 23:23,3
MMf0LhEk5tGa1LvN7zcDnA,JmI9nslLD7KZqRr__Bg6NQ,2014/9/12 5:21,4
gvuvcjAVl1ElyXTgU80VRg,DW0ZvWuYaSvMcB_3LG5RGg,2012/9/21 6:23,3
ZpUI9ze0YlA6nMSHwx3ZYQ,pmoIMK8zGWvKsVOPDBYfzg,2013/12/18 19:36,5
yS1kK5EGcwatp6D6hFGvlw,XXW_OFaYQkkGOGniujZFHg,2018/3/27 22:31,3
DPitNu466172os6m0Yri1Q,r5PLDU-4mSbde5XekTXSCA,2014/8/11 1:22,5
cMEtAiW60I5wE_vLfTxoJQ,VRC7J-ahI4em9ddhihxq5w,2012/2/8 22:07,4
BlSbxxb1vyfFoLGjfHh5dg,qnn9E-e9orYf_wK37yLTYw,2018/6/9 22:01,4
LfKyD_XaTnfKoKujRZ1Wug,eQfYZrSuzE6B4vkmu74H6w,2014/10/31 22:51,5
0uEqdNTVj-I7zM83bbcgsg,f4x1YBxkLrZg652xt2KR5g,2011/9/6 21:22,4
LBnjYRrpTKgtGkW0ea7Ecg,v_yCY6NCwxCPIsNZR80UfQ,2016/12/14 18:01,4
3nIuSCZk5f_2WWYMLN7h3w,iCQpiavjjPzJ5_3gPD5Ebg,2016/2/28 18:16,4
moj7DUHkP4j9yfwFm-oOHQ,pTZ4u-sEQr-yHq2Cl4EMEw,2011/10/20 22:44,4
oUst55rUuv2nKEQ0FgJ5GQ,E9aC5bLfXdQVZ5csvLuLJg,2014/10/5 23:31,4
LwvPZ1bQt5-Zl1xxPberVQ,2UgRg5a6KmpbD_SZfhNrKg,2013/3/8 16:22,4
A2N4y0VeZ-3TtmBVCSVVnQ,OGFBCNUHJ-182MbnV6NTvQ,2011/5/9 0:43,4
bdRS6ZRxf6CNrnULnMI1cg,ZtJ6sTq7-5rL9ORUtQJHAQ,2014/7/30 22:18,4
7L8utEpYiVj3pNNjZkQaLQ,BLIJ-p5wYuAhw6Pp6mh6mw,2016/9/10 9:49,5
YMgZqBUAddmFErxLtCfK_w,hrhtWc8UcoZqYr2d7YPgEA,2011/3/27 20:17,3
Qjrn5UsK2HBZxx40HYA1iQ,3_A59jPniLD5ViVuKMYpJw,2015/1/21 18:07,4
hZfzVrhsCQ9JDAb2jYoJNQ,ZFyJ83LJkkO1dP82kzXKNg,2012/2/18 17:20,3
77lef7kKkoOVupY-7AmieQ,M-SS_Kr0zlC7v8kBSRa74g,2010/4/25 8:39,4
SCo1UBoeN3bhRMkSYuiX1A,UBQRhqRMW4Sk7kSZvZ1iAQ,2011/2/14 16:31,3
3nDUQBjKyVor5wV0reJChg,yfxDa8RFOvJPQh0rNtakHA,2012/3/22 15:18,4
_VMGbmIeK71rQGwOBWt_Kg,8Q6jl7OW8DZzwANggDspcw,2012/7/21 5:40,2
NGRGG7nW7mv63SZ-IOfYKA,6nKR80xEGHYf2UxAe_Cu_g,2016/10/25 0:16,4
bLbSNkLggFnqwNNzzq-Ijw,zXBrfL_ohYMuBZWvF8EcSA,2014/6/4 0:49,3
GSvZ1ZJmVqQA9O2NVfO1TQ,VrIskBdLuRxS0HsSimJOhA,2014/3/26 15:36,3
LvLaYXjvzdrPDXC3Zv3XoA,QCCVxVRt1amqv0AaEWSKkg,2018/3/7 1:01,3
LDu8Kn3k1CZHY5sEq3bLPQ,BFibmswPtBNyChp8vBHRsg,2018/5/24 1:46,4
XNSyl47aXuPsvC5zXm5uhw,C8D_GU9cDDjbOJfCaGXxDQ,2010/4/21 17:16,4
Q4Qfu-3vYtL1LRm2X1b0Gg,BgTFsq79xmnRkX0gA1za1Q,2014/5/12 18:24,3
JZsDEj8EnFppjzoAFKm-mQ,ybHlmdUHLPKfv85bRK4Wtw,2014/5/1 17:08,4
8DEyKVyplnOcSKx39vatbg,iAuOpYDfOTuzQ6OPpEiGwA,2007/10/6 21:16,5
QHX3NxFAlda3I32taYzI8w,p5rpYtxS5xPQjt3MXYVEwA,2015/7/13 18:57,5
w15NByGsVedQLmpydJ7gPg,aS1qJzTGyluRT2tJ09Jbaw,2016/8/15 8:15,3
cafRiSVWRXlxDEK2YNrJ6g,Z5eukYH32_nFljOTC2DJ0g,2010/3/14 15:39,4
zSwb7qNpSgU3ekHMpiHsOA,QdvROupQvDDQIaHrTGNgKA,2012/2/25 15:48,4
5wT0vDycEzgq95yVCZ60Aw,gTw6PENNGl68ZPUpYWP50A,2013/2/10 3:23,4
DK57YibC5ShBmqQl97CKog,a3mJdNVP-ve3l3z9LRJXQQ,2018/4/29 16:22,4
ajxohdcsKhRGFlEvHZDyTw,L_ZLtfHvfzfoNVQ0-okTXg,2017/12/6 18:55,5
qibGLHABNReGeJr2w4_8yQ,stELNI9yN8wsgWWt0Im_kw,2010/11/11 18:00,4
w15NByGsVedQLmpydJ7gPg,dxeu5YQIzw0jOp1cSVkimg,2015/3/11 8:29,2
PomQayG1WhMxeSl1zohAUA,LNGBEEelQx4zbfWnlc66cw,2010/5/23 17:58,4
3lUEQb9TIxOeAUtvgh7p8w,DkIEhR8behaIoSexekWV0Q,2019/1/16 20:35,1
Et79VAN692zD2j32PM1E8w,Ja4stXdNYr39u5CZHMNtjw,2011/3/8 19:44,4
TVkU2gHhe05v_lgsE_NccA,f4x1YBxkLrZg652xt2KR5g,2014/8/29 20:36,4
gn9jmujma9SyDirweX1c6g,XXW_OFaYQkkGOGniujZFHg,2011/11/29 1:39,4
pwQ8E-hbDUJe3qtKt_IBBg,URFhSrJPk7JM2pUtsuWsAg,2015/9/27 21:17,4
UXpTrzITc0yg08sXftsa-w,fQwB9Z98YEhkJit7c3z51A,2016/2/23 16:40,4
7vyw57vXvZl1LAXK4vzQtA,eduRavkml8awmPachSZXuw,2018/5/18 5:16,4
dF6j86LQWN3RS0r-Oz5Q2A,PglC8rgguMIlT621p1BLdQ,2017/1/28 20:29,2
3cC726zwgerKNNasnidAww,eQfYZrSuzE6B4vkmu74H6w,2010/10/31 23:19,4
iSC96O2NjQc3JExGUHQG0Q,HaWU8ICNtjIkCN_ZNrx1hw,2018/10/10 1:16,4
0tvCcnfJnSs55iB6mqPk3w,na4Th5DrNauOv-c43QQFvA,2013/4/4 5:11,4
MMxRLgkd-MgwowmggmR2Dg,wXRhRfnXaV_icpT5P8r9pg,2017/8/6 2:53,5
6jz_Yr6_AP2WWLbj9gGDpA,eQfYZrSuzE6B4vkmu74H6w,2017/10/22 21:32,4
9jA5_7o9V4m6i8ZRb4t6LA,W2CzAePJakvARgoQuohbOA,2011/10/10 14:01,4
sqJZt_Z144RWGk4bdKTpSw,nuRLQaPYbH6raFgSv-C_8g,2010/2/20 23:24,5
vPOkQJKahhR13LQ2ElSFGg,3KTY5XZfavc85u0_rLFHrw,2012/12/31 17:09,4
zgV0ZroIF956gw4cul8MHA,GeK7GOGalPQnyjff1J3u1g,2012/12/17 4:36,3
Jk7sjPeIFcaGO3IJOOQ1Pg,oj5k-I0YSbuc5tDInt2isQ,2012/7/30 23:45,4
cggzCuDDtfvtKFp2fnLzRQ,iJi7yebXoPVXRyGqqL-v8g,2009/12/21 7:12,4
ZQYNombDho1PYfnEWFZevw,VsewHMsfj1Mgsl2i_hio7w,2013/4/19 19:30,4
gvuvcjAVl1ElyXTgU80VRg,kpLt4l5J5kbMD4oxQLC2aA,2010/7/20 5:16,5
aKhv49qQ1A1MDvGZ-cVh7Q,mUVAMNN7BCQ9HGA9w_7C1g,2013/12/28 22:49,4
6pzA8EDhHgW3A5-rBObhBA,#NAME?,2018/1/27 19:11,4
rXDqOtMie36VjQMLQdwHsA,0LhYg3iOF9IU2Ut8IL84TQ,2017/11/5 1:13,3
rXDqOtMie36VjQMLQdwHsA,U1g7IHZcnRmOc2m3mvWNig,2015/3/7 19:04,4
-267Yx8RmdP6io2-qI4UcQ,O7UMzd3i-Zk8dMeyY9ZwoA,2013/11/18 20:28,5
wnO99pBbGqwqOoTQM25iCw,kRlbNhkKnmN_jy6zz_gqhg,2014/12/21 20:03,3
MqcfaSdLXh7H1Aey_HPUsw,iIwKW2cBAxjElE8eUzjwqA,2014/11/18 22:00,4
rGd8YUtvhSdMm8-9cMdQ4Q,RADloW1UROUn4FJFU4JJNg,2014/4/5 20:44,3
oeAhRa8yFa9jtrhaHnOyxQ,4JNXUYY8wbaaDmk3BPzlWw,2010/10/21 20:32,4
XMy-OTpVY8O1L-8w1zOKcw,13KW8P5n1jAxxHB7Bl_obg,2019/4/8 4:56,5
8OeTLey-p-WaL9ErNEci1Q,j5nPiTwWEFr-VsePew7Sjg,2011/12/12 20:10,4
dLoUSe9E25agXphQjx8Svg,DbEszO3wk1xVmN3pCPob2g,2017/2/4 6:53,3
LG-FOXQL0zUcRQuqkhq-Zg,mUVAMNN7BCQ9HGA9w_7C1g,2015/9/12 20:33,5
3CMiTAhq_o_GP1tLs-ihbg,DNSDAtD6uxQkoZkQe2v4ew,2017/11/28 7:13,4
lQCY0csLfjdDn6cdVq43UA,Ef5P6C2yHAv08FPif5Rdtg,2017/12/3 23:17,4
ZsUSGU1-L1ImomLZjXxxTg,0AQnRQw34IQW9-1gJkYnMA,2010/4/5 20:33,3
0911xXCgLexupPGkDJusLQ,1TTQ41NqKks69GltQSQNIA,2019/4/30 0:51,4
Olo_x4fV1sFBtlj6COf9Wg,oZcbn7ENit23xbCsyu9xbA,2016/11/8 4:55,5
pW08HeUH6SJGBewy15PD2A,fR2v1bU-3jbWVJ0UuMmeHw,2017/6/16 18:16,2
VZRxANvyTm2ixS6jYDGgEw,M-SS_Kr0zlC7v8kBSRa74g,2011/8/3 23:43,4
6jz_Yr6_AP2WWLbj9gGDpA,89uU51kOiQXbJHVA3C6XMQ,2016/9/10 16:55,5
tXhscxwFTd-ayLTdPx_2yA,fHM09_y3QX3n4a_bIFbk_w,2012/5/28 15:17,4
qewG3X2O4X6JKskxyyqFwQ,D8a2usm9b-j89W9IrJ_Evw,2010/4/2 16:35,5
zTK1nPD2Hpa-ksSXsE-JzQ,NgDyxaeItFSInv7J5paGLQ,2016/3/12 16:27,4
L8cvMZLWmM4qWTl9SkxJ8g,AfEOC5LlBeMt708QEQUihw,2014/1/19 6:17,2
04J_q_VhSBItxNiEAN-gkA,vz8HFGsITt6aj-nyXkAEFg,2019/10/12 12:16,4
S9Jw00eZHVj5_0sOM_C5Rg,RTegy5CUBpMK65pr8UeDgA,2010/5/22 22:48,5
A5A34ixb-yy6nwL42iZsnw,qVO3l9Q0-KVQE7W9JL9ePw,2016/10/27 23:23,4
8XKSiMpMxgdwI3qjuqmXFg,SueEpC916vd8Lo3Lyl9_pQ,2015/10/2 22:29,4
0guV-tXB82pi2stV7a5g5Q,SAfuIUZMXrOnb3LWyvYjDA,2010/11/28 2:08,4
owbC7FP8SNAlwv6f9S5Stw,C6C_dc78Zhzei9wrZs-tdQ,2014/3/3 11:04,3
-C-l8EHSLXtZZVfUAUhsPA,y4ETe3DkcIjjr_eyeg5U5g,2016/10/28 23:26,4
BQkC6RneYfvfG6wRe0hsvQ,gwYt_q3Ob7aQJIefIBsZiQ,2016/3/1 17:06,4
6NYDXzkyYW3O2zYjzPRMsg,OjApDLQUPV8c_yPCg8xZog,2015/1/3 22:38,4
whINg-cC-FiAv_ATDGMDTg,kmdFk8ETfXiuoS364jaJFA,2012/12/15 3:33,1
bhJ6ivAuSpgXP4JiKWjSZQ,riM-pBsdqRRVXtAVbLfsxQ,2009/4/20 23:54,4
cMEtAiW60I5wE_vLfTxoJQ,cOJ1uIVIHCiefUyWG2wDfw,2017/4/20 18:21,4
_7PfR6Tvh2xTbiVi1GELoQ,4JNXUYY8wbaaDmk3BPzlWw,2014/8/10 17:54,3
pxzs-Dy2hXTis-PuNCV37Q,9p-cpmHaga-EXyc6ZzYCcQ,2014/7/21 23:26,3
9efCzgW1smpgjdjzCxG-Ig,LtO6vTBfYzlgWArn3kRe_A,2017/8/17 1:19,4
XzvdDq5VTiRZTd_6BHT08w,iBihgoxc6Ot7m2D4D3z0QA,2014/11/8 3:36,3
UL5K2rnSYIPD1LcqPgbmDQ,Ki8seQY5mtXc36xjoMfeDA,2019/7/18 21:43,5
zpwWpno3U-oZaG3AJuKqSQ,oYPpWHgsjcIt-tUzGXk_eA,2013/7/29 2:30,3
5HmK6riLkciM0Xxo1ycNTg,WBt2pa7k_K2LKW2OJuXG9Q,2017/2/18 16:11,3
DPitNu466172os6m0Yri1Q,PNTyiqS7R-0c1ofxOfDijQ,2015/12/4 20:59,5
7dnh9OrD8LekBwvachGH5Q,eEnNw3_hBvxcFHyr23kAuA,2014/2/15 4:25,2
OJA-15Qvh9OqSRqwrdGNeQ,z45xS0Kc6GpiITwrpkRVdQ,2018/2/14 4:04,5
r0j4IpUbcdC1-HfoMYae4w,ayOJSIl-P16HZAQBcQfUyQ,2014/8/6 4:26,4
XEHZoTDWjw3w-gcQyYIe4g,VRC7J-ahI4em9ddhihxq5w,2008/11/7 3:20,5
COjPTDD-tFr73Gly2xL3gw,T8-8C1C7QwxzZcMGK_8H4A,2011/3/8 15:25,4
PGeiszoVusiv0wTHVdWklA,a8pmtlVKf7NiSLI-4KejIw,2017/2/2 16:09,3
9efCzgW1smpgjdjzCxG-Ig,3BCsAgo_1i4xMuTyLKMLRQ,2017/8/14 1:11,4
P19z16iz5I9Hh4T99pY8Sg,faPVqws-x-5k2CQKDNtHxw,2016/3/7 23:45,5
PcvbBOCOcs6_suRDH7TSTg,DkYS3arLOhA8si5uUEmHOw,2016/9/11 7:25,5
Ad-v2Z4vvuzxZxbpywIm0A,J3FUxMAHfCl-WFo86u5DqA,2013/6/17 2:52,3
RBZ_kMjowV0t6_nv2UKaDQ,fa1G6WoSdvAO8dzM4FYbUA,2011/12/20 5:11,5
D3fOi-5w4intrUTWXzIQew,ii8sAGBexBOJoYRFafF9XQ,2017/11/6 22:57,4
FIk4lQQu1eTe2EpzQ4xhBA,JjjQSlvTvGlIAta5CyA6UQ,2012/4/21 23:22,5
Tr7YMpWd1XZdXdm35CatqA,2lF1UsGcDpDpaI1lXgRX_g,2012/7/30 23:31,4
wXZS42D0L8hoCiSh2Krc_A,f6CTsNX30XmC8siHWYV2bA,2015/3/26 21:09,4
C2C0GPKvzWWnP57Os9eQ0w,_TRbETlhqQq0OLzWbAPkvA,2015/3/7 17:11,4
u90s9wJ9pMK2FMpy5F8Wpg,xn2wBz0SmCo5J6y10NK5ew,2015/5/25 20:16,5
qnoXQsDOTOFwJEYXSCnHEQ,8mIrX_LrOnAqWsB5JrOojQ,2009/11/9 23:28,5
GLFFf8XbOoRJuxZxGfUd8g,HaWU8ICNtjIkCN_ZNrx1hw,2016/2/22 0:28,4
PKEzKWv_FktMm2mGPjwd0Q,4RoTEeqB_MNn6yaqZmlZHg,2010/9/24 23:16,4
Cfwvos6oFlDquGiI2Qy1gQ,5QNXZcclknB2PkfeN7FJWQ,2015/5/24 17:26,5
ZsjuEgOdvx9l5GKZdtwYIw,0xvdC8F0HmFpAFkJk6nXLg,2016/1/7 4:04,5
W4ZuWztx47aiksyYPUMYDw,EV1jAj7NFNmNIqOnwZ4Acw,2013/10/13 9:24,3
EqXooCH8CV3yzATS-mZvaw,sNVGdeOPeitJ3OWUQBINzQ,2017/6/14 16:54,4
CrEBVkzIQs7tS-wWfaCjNQ,DxgSVufr_6y_Rc63CC17Zg,2015/12/30 6:46,5
qPVtjjp8sNQ32p9860SR9Q,eZcCFV-8X91ZSnmB9807bw,2017/3/10 23:54,4
AryBBn--MdbJylcIAVb-_A,wpQsmMvdhefqIlxvRt_Jbg,2017/8/15 3:18,3
ByNfFYaW544SRchjvAHscw,NF0H-HFJOK6R8fkhYkFuzw,2018/4/7 1:35,4
JqjAthJThuVYgTh4iWDZ2A,J3FUxMAHfCl-WFo86u5DqA,2016/2/11 18:24,3
leyNDNVu09Ldbg5ujPWMhQ,Ed47ZME7NcLTZeIBUYsdog,2017/3/12 23:20,2
xAWA2aheTP6YwcFWgmeLaQ,pH0BLkL4cbxKzu471VZnuA,2015/6/1 4:43,5
N3oNEwh0qgPqPP3Em6wJXw,5shgJB7a-2_gdnzc0gsOtg,2011/3/4 5:05,3
1O638BDK_fWuxgTVJwff-A,2UgRg5a6KmpbD_SZfhNrKg,2009/5/14 22:25,4
ysCBsXWPB-LAiewVS3jZfQ,ii8sAGBexBOJoYRFafF9XQ,2013/3/20 6:53,4
oeAhRa8yFa9jtrhaHnOyxQ,duw-3Aj7gAKbQG-isS5UtQ,2012/3/23 21:38,4
qbq4zC9SrZuaQ4-J-wtRuw,4qG3Gh8QyugC1XvoTlmgcQ,2009/12/6 21:02,4
sADnfWdDNhHnrox8vc4Kkg,4qG3Gh8QyugC1XvoTlmgcQ,2010/11/9 21:01,4
C2C0GPKvzWWnP57Os9eQ0w,ty5KQYqYRxwXDG_e4pz-4w,2012/6/10 6:28,5
ADx3PGAOX_ZaYywIf6i-ZA,G24p1oGGfY3t-m8Z2lPCaQ,2019/6/5 0:02,3
LNPyE5X1K5B_flcTCH9StQ,So132GP_uy3XbGs0KNyzyw,2019/12/3 19:07,4
LfKyD_XaTnfKoKujRZ1Wug,a0ajcnjcgojF_61pLpAbzQ,2013/8/21 5:25,3
xNKjIktegMyHVSXFznJTRg,t-o_Sraneime4DDhWrQRBA,2011/9/27 18:17,4
QvLg2kxqHHahxxOlHlEIZw,fcWkZgmzRsm3H4egzSrV_A,2017/3/17 4:15,4
n0r_0HkCFaC175vXtIVcaQ,VsewHMsfj1Mgsl2i_hio7w,2019/11/4 7:47,5
sAOdKC09kMqFfnVCrJRWvQ,oj5k-I0YSbuc5tDInt2isQ,2016/2/13 14:40,5
QtuzG4-zmGTdB0jSMC54tg,SkSkWld_ijmWVEDo9_ztKw,2015/3/7 2:54,3
5Wg5OanfZ4-2dCxEo-qjsw,vOfz55MmWgjNQ3BA2PnhgQ,2018/9/9 17:37,1
p9942XebvxZ9ubHm4SXmMQ,SAIrNOB4PtDA4gziNCucwg,2015/12/2 18:48,4
